BranchesFrom	Vessel	VesselType	BodyPart	Sex	Anastomoses	ForBranchesSee	MergedVessel	CoordX	CoordY	BranchSequence	CellType	CellTypeLabel	CellTypeID	Biomarkers	BiomarkersLabel	BiomarkersID	ReferenceURL	Reference	ReferenceDOI	UBERON	FMA	BodyPartUberon	UBERONLabel	FMALabel	PathFromHeart
maxillary artery	middle meningeal artery	artery	head				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Middle_meningeal_artery	https://en.wikipedia.org/wiki/Middle_meningeal_artery		UBERON:0010250	fma49711	UBERON:0000033	middle meningeal artery	Middle meningeal artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;middle meningeal artery
maxillary artery	pharyngeal branch of maxillary artery	artery	neck				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/maxillary-artery	https://www.kenhub.com/en/library/anatomy/maxillary-artery			fma0327481	UBERON:0000974		Pharyngeal branch of the maxillary artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;pharyngeal branch of maxillary artery
maxillary artery	posterior deep temporal artery	artery	head				0			6	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Deep_temporal_arteries	https://en.wikipedia.org/wiki/Deep_temporal_arteries			fma49746	UBERON:0000033		Posterior deep temporal artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;posterior deep temporal artery
maxillary artery	posterior superior alveolar artery	artery	face				0			15	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_superior_alveolar_artery	https://en.wikipedia.org/wiki/Posterior_superior_alveolar_artery		UBERON:0018397	fma49757	UBERON:0001456	posterior superior alveolar artery	Posterior superior alveolar artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;posterior superior alveolar artery
maxillary artery	pterygoid branches of maxillary artery	artery	face				0			9	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Pterygoid_branches_of_maxillary_artery	https://en.wikipedia.org/wiki/Pterygoid_branches_of_maxillary_artery			fma49751	UBERON:0001456		Pterygoid branch of maxillary artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;pterygoid branches of maxillary artery
maxillary artery	sphenopalatine artery	artery	face				0			13	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Sphenopalatine_artery	https://en.wikipedia.org/wiki/Sphenopalatine_artery			fma49804	UBERON:0001456		Sphenopalatine artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;sphenopalatine artery
external carotid artery	occipital artery	artery	head				0			5	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Occipital_artery	https://en.wikipedia.org/wiki/Occipital_artery		UBERON:0001613	fma49586	UBERON:0000033	occipital artery	Occipital artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery
occipital artery	auricular branch of occipital artery	artery	head				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Auricular_branch_of_occipital_artery	https://en.wikipedia.org/wiki/Auricular_branch_of_occipital_artery			fma49602	UBERON:0000033		Auricular branch of occipital artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery;auricular branch of occipital artery
occipital artery	descending branch of occipital artery	artery	head				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Descending_branch_of_occipital_artery	https://en.wikipedia.org/wiki/Descending_branch_of_occipital_artery			fma49608	UBERON:0000033		Descending branch of occipital artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery;descending branch of occipital artery
occipital artery	mastoid branch of occipital artery	artery	head				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/occipital-artery	https://www.kenhub.com/en/library/anatomy/occipital-artery			fma49599	UBERON:0000033		Mastoid artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery;mastoid branch of occipital artery
occipital artery	meningeal branch of occipital artery	artery	head				0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Meningeal_branch_of_occipital_artery	https://en.wikipedia.org/wiki/Meningeal_branch_of_occipital_artery			fma49618	UBERON:0000033		Meningeal branch of occipital artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery;meningeal branch of occipital artery
occipital artery	muscular branch of occipital artery	artery	head				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Occipital_artery	https://en.wikipedia.org/wiki/Occipital_artery			fma49621	UBERON:0000033		Muscular branch of occipital artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery;muscular branch of occipital artery
occipital artery	sternocleidomastoid artery	artery	neck				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Sternocleidomastoid_branches_of_occipital_artery	https://en.wikipedia.org/wiki/Sternocleidomastoid_branches_of_occipital_artery			fma49477	UBERON:0000974		Sternocleidomastoid artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery;sternocleidomastoid artery
occipital artery	stylomastoid branch of occipital artery	artery	head				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Occipital_artery	https://en.wikipedia.org/wiki/Occipital_artery				UBERON:0000033			left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;occipital artery;stylomastoid branch of occipital artery
external carotid artery	posterior auricular artery	artery	head				0			6	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_auricular_artery	https://en.wikipedia.org/wiki/Posterior_auricular_artery		UBERON:0014694	fma49624	UBERON:0000033	posterior auricular artery	Posterior auricular artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;posterior auricular artery
posterior auricular artery	auricular branch of posterior auricular artery	artery	head				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Auricular_branch_of_posterior_auricular_artery	https://en.wikipedia.org/wiki/Auricular_branch_of_posterior_auricular_artery			fma49641	UBERON:0000033		Auricular branch of posterior auricular artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;posterior auricular artery;auricular branch of posterior auricular artery
posterior auricular artery	occipital branch of posterior auricular artery	artery	head				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Occipital_branch_of_posterior_auricular_artery	https://en.wikipedia.org/wiki/Occipital_branch_of_posterior_auricular_artery			fma49644	UBERON:0000033		Occipital branch of posterior auricular artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;posterior auricular artery;occipital branch of posterior auricular artery
posterior auricular artery	parotid branch of posterior auricular artery	artery	head				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/posterior-auricular-artery	https://www.kenhub.com/en/library/anatomy/posterior-auricular-artery			fma49647	UBERON:0000033		Parotid branch of posterior auricular artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;posterior auricular artery;parotid branch of posterior auricular artery
posterior auricular artery	posterior tympanic artery	artery	ear				0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/posterior-auricular-artery	https://www.kenhub.com/en/library/anatomy/posterior-auricular-artery			fma49631	UBERON:0001690		Posterior tympanic artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;posterior auricular artery;posterior tympanic artery
posterior auricular artery	stapedial artery	artery	ear				0			5	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Stapedial_branch_of_posterior_auricular_artery	https://en.wikipedia.org/wiki/Stapedial_branch_of_posterior_auricular_artery		UBERON:0006345	fma79390	UBERON:0001690	stapedial artery	Stapedial branch of posterior auricular artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;posterior auricular artery;stapedial artery
posterior auricular artery	stylomastoid artery	artery	ear				0			6	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Stylomastoid_artery	https://en.wikipedia.org/wiki/Stylomastoid_artery			fma49628	UBERON:0001690		Stylomastoid artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;posterior auricular artery;stylomastoid artery
external carotid artery	superficial temporal artery	artery	head				0			8	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superficial_temporal_artery	https://en.wikipedia.org/wiki/Superficial_temporal_artery		UBERON:0001614	fma49650	UBERON:0000033	superficial temporal artery	Superficial temporal artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery
superficial temporal artery	anterior auricular branch of superficial temporal artery	artery	head				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Anterior_auricular_branches	https://en.wikipedia.org/wiki/Anterior_auricular_branches			fma49660	UBERON:0000033		Anterior auricular branch of superficial temporal artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery;anterior auricular branch of superficial temporal artery
superficial temporal artery	frontal branch of superficial temporal artery	artery	head		ophthalmic artery		0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superficial_temporal_artery	https://en.wikipedia.org/wiki/Superficial_temporal_artery			fma49669	UBERON:0000033		Frontal branch of superficial temporal artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery;frontal branch of superficial temporal artery
superficial temporal artery	middle temporal artery #2	artery	head				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superficial_temporal_artery	https://en.wikipedia.org/wiki/Superficial_temporal_artery		UBERON:0035042	FMA49666	UBERON:0000033	middle temporal artery	Middle temporal artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery;middle temporal artery #2
superficial temporal artery	posterior temporal artery	artery	head		occipital artery;posterior auricular artery		0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superficial_temporal_artery	https://en.wikipedia.org/wiki/Superficial_temporal_artery		UBERON:0035261	fma50458	UBERON:0000033	posterior temporal artery	Posterior temporal artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery;posterior temporal artery
superficial temporal artery	transverse facial artery	artery	face				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Transverse_facial_artery	https://en.wikipedia.org/wiki/Transverse_facial_artery		UBERON:0001615	fma49657	UBERON:0001456	transverse facial artery	Transverse facial artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery;transverse facial artery
superficial temporal artery	zygomatico-orbital artery	artery	head				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Zygomatico-orbital_artery	https://en.wikipedia.org/wiki/Zygomatico-orbital_artery		UBERON:0015157	fma49663	UBERON:0000033	zygomatico-orbital artery	Zygomatico-orbital artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superficial temporal artery;zygomatico-orbital artery
external carotid artery	superior thyroid artery	artery	thyroid gland				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_thyroid_artery	https://en.wikipedia.org/wiki/Superior_thyroid_artery		UBERON:0007150	fma49472	UBERON:0002046	superior thyroid artery	Superior thyroid artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery
superior thyroid artery	cricothyroid artery	artery	thyroid gland				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_thyroid_artery	https://en.wikipedia.org/wiki/Superior_thyroid_artery			fma49483	UBERON:0002046		Cricothyroid artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery;cricothyroid artery
superior thyroid artery	infrahyoid artery	artery	neck				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_thyroid_artery	https://en.wikipedia.org/wiki/Superior_thyroid_artery		UBERON:0039393	fma49474	UBERON:0000974	infrahyoid artery	Infrahyoid artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery;infrahyoid artery
superior thyroid artery	sternocleidomastoid branch of superior thyroid artery	artery	thyroid gland				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_thyroid_artery	https://en.wikipedia.org/wiki/Superior_thyroid_artery			fma49477	UBERON:0002046		Sternocleidomastoid artery	left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;superior thyroid artery;sternocleidomastoid branch of superior thyroid artery
